Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GOOG,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2025-12-19 14:30:00+00:00,,271.7349853515625,226.86000061035156,,660.469970703125,94.47000122070312,272.9200134277344,227.6999053955078,,667.77001953125,95.33000183105469,270.95001220703125,225.5814971923828,,659.6199951171875,93.44999694824219,272.1449890136719,226.7519989013672,,666.510009765625,93.56999969482422,18574766,15668410,,4376390,12039854
2025-12-19 15:30:00+00:00,,271.26080322265625,227.85679626464844,,666.7100219726562,95.19000244140625,272.82000732421875,227.97999572753906,,666.8499755859375,95.33499908447266,270.9949951171875,226.55059814453125,,660.1300048828125,94.41500091552734,271.7200927734375,226.8699951171875,,660.4199829101562,94.45999908447266,2919546,2770667,,1154474,2515029
2025-12-19 16:30:00+00:00,,270.6549987792969,228.41000366210938,,668.0700073242188,95.5250015258789,271.4599914550781,228.75,,669.2000122070312,95.54000091552734,270.2699890136719,227.7100067138672,,665.8900146484375,94.94999694824219,271.2622985839844,227.8614959716797,,666.7100219726562,95.18150329589844,2629565,2745439,,1142637,2135125
2025-12-19 17:30:00+00:00,,270.75,228.66900634765625,,667.5499877929688,94.98300170898438,271.80950927734375,229.1199951171875,,669.0,95.52989959716797,270.3399963378906,228.25,,667.0,94.94000244140625,270.6600036621094,228.41000366210938,,668.0700073242188,95.5291976928711,3085614,2014663,,740624,1677328
2025-12-19 18:30:00+00:00,,271.3699951171875,228.75990295410156,,667.2050170898438,94.66500091552734,271.5098876953125,228.92999267578125,,670.1599731445312,95.02999877929688,270.3999938964844,228.47999572753906,,666.739990234375,94.61000061035156,270.760009765625,228.6708984375,,667.5900268554688,94.9800033569336,2544938,2204226,,1073124,2147594
2025-12-19 19:30:00+00:00,,270.79998779296875,228.64999389648438,,666.4118041992188,94.80999755859375,271.739990234375,228.99000549316406,,667.5,94.84500122070312,270.17498779296875,228.0800018310547,,664.1400146484375,94.54000091552734,271.3800048828125,228.75,,667.280029296875,94.66000366210938,3108119,1970169,,944060,2353423
2025-12-19 20:30:00+00:00,,273.6700134277344,227.3699951171875,,658.7899780273438,94.41000366210938,274.5762939453125,229.125,,669.5399780273438,95.0,269.8999938964844,226.72999572753906,,658.1799926757812,94.04000091552734,270.80999755859375,228.64999389648438,,666.4000244140625,94.80999755859375,8193309,4780006,,2420255,4106358
2025-12-22 14:30:00+00:00,,272.0150146484375,227.82000732421875,,663.77001953125,93.65499877929688,273.8800048828125,228.52000427246094,,673.5800170898438,94.69999694824219,271.57000732421875,226.9499969482422,,660.3099975585938,93.19000244140625,272.8599853515625,228.52000427246094,,661.64501953125,94.6449966430664,6084655,5420237,,2758463,9197693
2025-12-22 15:30:00+00:00,,272.44000244140625,227.52999877929688,,660.3342895507812,93.66500091552734,272.79998779296875,227.89999389648438,,664.280029296875,93.97000122070312,271.510009765625,226.71499633789062,,658.7000122070312,93.4000015258789,272.0299987792969,227.8300018310547,,663.8599853515625,93.6594009399414,2467910,2931769,,1444846,2620637
2025-12-22 16:30:00+00:00,,271.94000244140625,228.01499938964844,,659.0,93.4749984741211,272.510009765625,228.25990295410156,,660.5900268554688,93.76000213623047,271.5199890136719,227.3300018310547,,656.6500244140625,93.33200073242188,272.4200134277344,227.52999877929688,,660.3400268554688,93.66999816894531,2114933,2184784,,1623557,1993650
2025-12-22 17:30:00+00:00,,270.9399108886719,228.0,,658.760009765625,93.26499938964844,272.1400146484375,228.25999450683594,,660.6300048828125,93.53990173339844,270.739990234375,227.67999267578125,,658.2050170898438,93.2300033569336,271.9200134277344,228.02999877929688,,659.0900268554688,93.4749984741211,2226647,1425726,,600040,2295762
2025-12-22 18:30:00+00:00,,270.864990234375,228.39500427246094,,660.3250122070312,93.27999877929688,271.1400146484375,228.5500030517578,,661.5999755859375,93.3499984741211,270.510009765625,227.94000244140625,,658.5900268554688,92.91000366210938,270.93499755859375,227.9600067138672,,658.75,93.26000213623047,1960079,1416247,,604072,2868238
2025-12-22 19:30:00+00:00,,270.7200012207031,228.83999633789062,,660.9786987304688,93.16999816894531,271.1099853515625,228.8975067138672,,661.010009765625,93.33999633789062,270.7149963378906,228.22500610351562,,657.4600219726562,93.04000091552734,270.8699951171875,228.39500427246094,,660.3900146484375,93.27999877929688,1999793,1652885,,816058,1823912
2025-12-22 20:30:00+00:00,,270.82000732421875,228.44000244140625,,661.2999877929688,93.22000122070312,271.19989013671875,229.47999572753906,,662.0999755859375,93.2699966430664,270.5050048828125,228.32000732421875,,660.6799926757812,93.0,270.7149963378906,228.83999633789062,,660.9849853515625,93.17500305175781,2599971,2861548,,812350,2640510
2025-12-23 14:30:00+00:00,,270.8399963378906,230.11849975585938,,662.5999755859375,93.15499877929688,271.92999267578125,232.16000366210938,,665.1400146484375,93.80999755859375,269.55999755859375,229.6699981689453,,658.25,92.7699966430664,270.0,230.08999633789062,,660.0499877929688,93.36000061035156,5104762,6784389,,1332160,4147602
2025-12-23 15:30:00+00:00,,271.7814025878906,230.4600067138672,,664.0750122070312,93.26499938964844,271.95001220703125,231.1699981689453,,664.5999755859375,93.56999969482422,270.70001220703125,229.97999572753906,,662.3300170898438,93.02999877929688,270.8399963378906,230.1199951171875,,662.6699829101562,93.16000366210938,2241209,2389710,,525635,1943115
2025-12-23 16:30:00+00:00,,271.5299987792969,231.38999938964844,,664.1799926757812,93.375,272.3111877441406,231.6999969482422,,665.739990234375,93.45999908447266,271.4729919433594,230.460205078125,,663.3281860351562,93.18000030517578,271.81500244140625,230.460205078125,,664.219970703125,93.26499938964844,2086319,1907572,,610049,1498901
2025-12-23 17:30:00+00:00,,271.70001220703125,231.53799438476562,,664.234619140625,93.32499694824219,271.80999755859375,231.8300018310547,,664.8499755859375,93.4000015258789,271.1099853515625,231.11000061035156,,663.4099731445312,93.08999633789062,271.5400085449219,231.33999633789062,,664.22998046875,93.37000274658203,1310733,1391950,,439998,1433067
2025-12-23 18:30:00+00:00,,271.80999755859375,232.0,,665.0900268554688,93.13899993896484,272.1199951171875,232.13999938964844,,665.260009765625,93.375,271.5,231.47999572753906,,663.7000122070312,93.0999984741211,271.70001220703125,231.53500366210938,,664.2349853515625,93.31999969482422,1442128,1349927,,427006,1129877
2025-12-23 19:30:00+00:00,,272.10699462890625,232.2100067138672,,665.489990234375,93.19000244140625,272.44000244140625,232.44500732421875,,666.0,93.33999633789062,271.760009765625,231.74000549316406,,664.3800048828125,93.08000183105469,271.80999755859375,232.0,,665.0999755859375,93.13500213623047,1857021,1825561,,488599,1488927
2025-12-23 20:30:00+00:00,,272.239990234375,232.1199951171875,,664.7000122070312,93.4800033569336,272.45001220703125,232.27999877929688,,665.8800048828125,93.5,271.8399963378906,231.9199981689453,,663.5,93.06500244140625,272.1000061035156,232.2100067138672,,665.4400024414062,93.18499755859375,2287709,8218043,,736127,2515925
2025-12-24 14:30:00+00:00,,274.03509521484375,232.10000610351562,,665.152587890625,93.125,274.739990234375,232.4199981689453,,667.2999877929688,93.30000305175781,273.0899963378906,231.3300018310547,,662.5750122070312,92.66500091552734,273.25,232.0,,662.8699951171875,93.18000030517578,4589623,2816480,,939446,3550025
2025-12-24 15:30:00+00:00,,274.85101318359375,232.5399932861328,,666.5150146484375,93.48500061035156,275.04998779296875,232.7100067138672,,666.75,93.62999725341797,273.9100036621094,231.94000244140625,,665.0,93.07009887695312,274.0400085449219,232.09500122070312,,665.2000122070312,93.125,2096233,1730779,,501463,1960432
2025-12-24 16:30:00+00:00,,275.3599853515625,232.80999755859375,,667.239990234375,93.45500183105469,275.42999267578125,232.9499969482422,,667.75,93.62000274658203,274.8299865722656,232.47999572753906,,665.9600219726562,93.38999938964844,274.8599853515625,232.5399932861328,,666.5800170898438,93.48989868164062,2055154,1280151,,554652,1309517
2025-12-26 14:30:00+00:00,,274.8247985839844,232.14990234375,,665.1400146484375,94.30500030517578,275.3699951171875,232.818603515625,,668.8399047851562,94.43000030517578,274.05999755859375,231.17999267578125,,664.8099975585938,93.2699966430664,274.385009765625,231.42999267578125,,666.25,93.4749984741211,2899986,2808135,,834578,3827524
2025-12-26 15:30:00+00:00,,274.8800048828125,232.53500366210938,,664.5150146484375,94.2300033569336,274.9800109863281,232.6699981689453,,665.9099731445312,94.68499755859375,274.3699951171875,231.99000549316406,,663.75,94.12999725341797,274.81500244140625,232.14999389648438,,665.1199951171875,94.30999755859375,1434883,1133230,,719925,2497383
2025-12-26 16:30:00+00:00,,274.6400146484375,232.95840454101562,,663.61962890625,94.02999877929688,274.93499755859375,232.99000549316406,,664.7098999023438,94.40989685058594,274.4100036621094,232.22000122070312,,662.6500244140625,94.0199966430664,274.8800048828125,232.5449981689453,,664.5499877929688,94.2249984741211,1079100,923707,,475765,1393814
2025-12-26 17:30:00+00:00,,274.5199890136719,232.46580505371094,,662.1400146484375,94.16999816894531,274.6499938964844,232.9499969482422,,663.7698974609375,94.41999816894531,274.2250061035156,232.3800048828125,,661.7000122070312,94.0199966430664,274.6300048828125,232.93499755859375,,663.655029296875,94.02999877929688,903247,1021968,,494468,1379850
