Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2026-08-18 11:30:00-04:00,,310.614990234375,261.04998779296875,341.4549865722656,551.8300170898438,,310.6400146484375,261.4800109863281,341.75,555.7999877929688,,309.0119934082031,259.69000244140625,340.05999755859375,551.3699951171875,,310.42999267578125,260.45989990234375,340.6499938964844,552.219970703125,,3765824,2574986,997459,2122193,
2026-08-18 12:30:00-04:00,,310.3999938964844,260.8900146484375,340.75,548.9199829101562,,310.94000244140625,262.1400146484375,341.55499267578125,552.280029296875,,310.20001220703125,260.8699951171875,340.4599914550781,548.2501220703125,,310.6199951171875,261.0299987792969,341.4549865722656,551.6799926757812,,3345582,2697383,827704,2174188,
2026-08-18 13:30:00-04:00,,310.627685546875,260.5580139160156,342.3500061035156,547.239990234375,,310.64990234375,260.8699951171875,342.389892578125,549.3599853515625,,309.75,260.04998779296875,340.56500244140625,546.4299926757812,,310.3999938964844,260.8699951171875,340.739990234375,548.9577026367188,,3979233,2417634,1303195,2201289,
2026-08-18 14:30:00-04:00,,309.7099914550781,260.0199890136719,341.7799987792969,545.22998046875,,311.239990234375,260.6499938964844,342.3900146484375,547.4000244140625,,309.3699951171875,259.8599853515625,340.2200012207031,543.9099731445312,,310.6099853515625,260.55499267578125,342.364990234375,547.22998046875,,3801923,2298425,1267438,2475290,
2026-08-18 15:30:00-04:00,,310.20001220703125,259.4800109863281,341.3699951171875,543.7279052734375,,311.0690002441406,260.3299865722656,342.3599853515625,546.260009765625,,309.6014099121094,259.1099853515625,341.2099914550781,543.2100219726562,,309.69500732421875,260.0299987792969,341.80999755859375,545.280029296875,,5897762,4341416,2478155,2843823,
2026-08-19 09:30:00-04:00,,316.010009765625,261.17498779296875,340.1099853515625,547.419921875,,317.80999755859375,262.6799011230469,341.8399963378906,548.010009765625,,309.6000061035156,258.5799865722656,338.04998779296875,537.280029296875,,310.1300048828125,260.8450012207031,339.79998779296875,541.3400268554688,,12465334,7142748,2971314,5060525,
2026-08-19 10:30:00-04:00,,318.17999267578125,263.9800109863281,342.07000732421875,550.3599853515625,,319.2799072265625,264.9700012207031,343.19000244140625,550.5900268554688,,315.7550048828125,261.17999267578125,339.8500061035156,546.75,,316.375,261.19000244140625,340.07000732421875,547.4171752929688,,5409655,6276483,1920573,2197874,
2026-08-19 11:30:00-04:00,,316.55999755859375,264.5450134277344,342.5799865722656,552.3101196289062,,318.2300109863281,265.1499938964844,343.55999755859375,554.0599975585938,,315.96600341796875,263.7799987792969,341.6600036621094,550.1400146484375,,318.18499755859375,263.989990234375,342.05999755859375,550.3599853515625,,3124257,2598636,1222401,1785051,
2026-08-19 12:30:00-04:00,,315.05999755859375,264.7200012207031,341.010009765625,553.280029296875,,316.54998779296875,264.95001220703125,342.8699951171875,553.6799926757812,,314.489990234375,263.8100891113281,340.70001220703125,551.030029296875,,316.54998779296875,264.5400085449219,342.5400085449219,552.2600708007812,,3532239,2396904,848039,1069578,
2026-08-19 13:30:00-04:00,,314.8399963378906,264.4200134277344,340.7300109863281,550.2050170898438,,315.8190002441406,264.9800109863281,341.3500061035156,553.4400024414062,,314.7749938964844,263.8800048828125,340.4104919433594,549.6699829101562,,315.05999755859375,264.7200012207031,341.0299987792969,553.2349853515625,,2825989,2189679,767832,1004678,
2026-08-19 14:30:00-04:00,,316.67840576171875,265.5,340.94000244140625,548.6950073242188,,316.7300109863281,265.5199890136719,341.6700134277344,551.8499755859375,,314.2900085449219,263.860107421875,340.17999267578125,548.16748046875,,314.8599853515625,264.4399108886719,340.7699890136719,550.2899780273438,,5086965,2518820,977455,1212651,
2026-08-19 15:30:00-04:00,,316.8800048828125,265.8900146484375,341.7699890136719,545.97998046875,,316.8800048828125,266.3999938964844,341.9800109863281,548.7899780273438,,315.20001220703125,265.0,340.9100036621094,545.3300170898438,,316.6600036621094,265.489990234375,340.9100036621094,548.5999755859375,,5339532,5225420,1521350,2778864,
2026-08-20 09:30:00-04:00,,316.4700012207031,261.57501220703125,338.6199951171875,544.4400024414062,,320.2799987792969,263.8399963378906,340.79998779296875,549.9879760742188,,316.2200012207031,260.3999938964844,338.1000061035156,543.0599975585938,,317.4549865722656,262.9049987792969,339.69000244140625,546.9500122070312,,7715714,6646303,2573016,2824039,
2026-08-20 10:30:00-04:00,,317.2200012207031,260.82501220703125,336.95001220703125,543.8300170898438,,317.7799987792969,262.465087890625,339.8299865722656,547.1500244140625,,316.0,259.9200134277344,336.4200134277344,541.8300170898438,,316.42999267578125,261.55010986328125,338.5799865722656,544.344970703125,,2996499,3171651,1951535,1689854,
2026-08-20 11:30:00-04:00,,316.4649963378906,262.2300109863281,338.32000732421875,543.0900268554688,,317.25,262.2799987792969,338.3900146484375,544.0,,315.9599914550781,260.6700134277344,336.1700134277344,541.6199951171875,,317.2298889160156,260.80999755859375,336.95001220703125,543.8709716796875,,2014832,2154061,1449331,1129945,
2026-08-20 12:30:00-04:00,,316.6700134277344,261.42010498046875,338.5299987792969,542.1300048828125,,317.6300048828125,263.4541931152344,339.54901123046875,545.7999267578125,,316.2900085449219,261.3500061035156,338.2200012207031,541.3400268554688,,316.4649963378906,262.2200012207031,338.29998779296875,543.1950073242188,,2026222,2061268,814321,1187073,
2026-08-20 13:30:00-04:00,,314.8399963378906,260.94500732421875,337.1600036621094,540.9149780273438,,316.8599853515625,261.7200012207031,338.7049865722656,543.3200073242188,,314.82000732421875,259.9200134277344,336.9200134277344,539.3099975585938,,316.6600036621094,261.43499755859375,338.57501220703125,542.5537719726562,,2545448,2071595,778665,1315768,
2026-08-20 14:30:00-04:00,,313.3699951171875,261.3099060058594,338.375,542.6868286132812,,315.70001220703125,261.3800048828125,338.6000061035156,542.7899780273438,,313.29998779296875,260.7701110839844,337.1600036621094,540.2200927734375,,314.8100891113281,260.9491882324219,337.17010498046875,540.8900146484375,,3156936,2005525,1114227,1044696,
2026-08-20 15:30:00-04:00,,311.3399963378906,260.19000244140625,338.2300109863281,545.885009765625,,313.6499938964844,261.54998779296875,338.9700012207031,548.010009765625,,310.6499938964844,259.5199890136719,337.4599914550781,542.5999755859375,,313.3900146484375,261.3299865722656,338.3800048828125,542.7000122070312,,5485508,4237461,1983255,1895963,
2026-08-21 09:30:00-04:00,,307.7950134277344,259.69000244140625,339.82000732421875,549.2999877929688,,312.3800048828125,261.0799865722656,340.3804016113281,552.6900024414062,,307.010009765625,257.0350036621094,337.82000732421875,543.22998046875,,312.04998779296875,260.75,340.2799987792969,546.885009765625,,13705396,12030738,3926242,3972405,
2026-08-21 10:30:00-04:00,,310.6000061035156,258.8500061035156,341.5299987792969,549.6749877929688,,310.6400146484375,260.54998779296875,342.239990234375,553.873291015625,,307.6000061035156,258.6567077636719,339.7099914550781,548.8099975585938,,307.82000732421875,259.6549987792969,339.80999755859375,549.2999877929688,,6775783,3918651,1493869,1369069,
2026-08-21 11:30:00-04:00,,311.20318603515625,258.8999938964844,341.3399963378906,550.6749877929688,,311.92999267578125,260.8348083496094,342.5899963378906,551.0399780273438,,310.3999938964844,258.25,340.8399963378906,547.9299926757812,,310.614990234375,258.8500061035156,341.54998779296875,549.635009765625,,4259150,3613425,876095,1236843,
2026-08-21 12:30:00-04:00,,311.05999755859375,259.2200012207031,342.2200012207031,552.2050170898438,,311.6400146484375,259.55999755859375,343.2799987792969,553.4600219726562,,310.2699890136719,258.5,341.31500244140625,550.3889770507812,,311.20001220703125,258.9100036621094,341.3299865722656,550.7850952148438,,2476819,2599080,1285348,918053,
2026-08-21 13:30:00-04:00,,308.4700012207031,258.2300109863281,341.6099853515625,549.1199951171875,,311.1600036621094,259.2799987792969,342.44000244140625,552.219970703125,,308.4005126953125,258.0199890136719,341.5299987792969,548.969970703125,,311.0199890136719,259.19000244140625,342.20001220703125,552.0999755859375,,3310276,2370027,639261,1003050,
2026-08-21 14:30:00-04:00,,309.739990234375,259.4700012207031,342.5350036621094,550.6300048828125,,309.8500061035156,259.5199890136719,342.75,551.6500244140625,,308.1600036621094,258.0889892578125,341.45001220703125,548.9500122070312,,308.4750061035156,258.2200012207031,341.6300048828125,549.0200805664062,,3035461,2012730,917521,2040677,
2026-08-21 15:30:00-04:00,,309.4200134277344,258.6499938964844,341.8299865722656,549.9099731445312,,310.1789855957031,259.94500732421875,343.25,551.1599731445312,,309.1600036621094,258.2699890136719,341.0,549.4354858398438,,309.75,259.489990234375,342.57000732421875,550.5650024414062,,3550095,3661738,1892399,1151893,
